global_id,timestamp,run_tag,fee_rate,invest_percent,atr_mult_sl,atr_period,bb_period,bb_position_pct,bb_std_mult,confirmation_candles,ma_long,ma_short,macd_fast,macd_hist_min,macd_signal_period,macd_slow,max_position_candles,min_candles_between,momentum_period,momentum_threshold,rsi_oversold,rsi_period,sl_percent,tp_percent,use_atr_sl,use_bb,use_ma_cross,use_macd,use_momentum,use_rsi,use_volume,vol_ma_period,vol_multiplier,total_ops,ganadoras,perdedoras,winrate,ganancia_media_por_op,ganancia_media_ganadoras,perdida_media_perdedoras,mejor_operacion,peor_operacion,pnl_neto,pnl_por_operacion,roi_mensual,pnl_mensual,max_drawdown,score,tiempo_medio_h,ops_por_mes
830,2026-07-07T23:46:30.380135+00:00,20260707_234630,0.08,100.0,2.62,12,24,0.67,2.84,3,30,5,9,44,11,39,22,5,14,1.96,26,13,1.39,0.83,True,True,False,True,True,False,False,18,1.74,1962,1270,692,64.73,0.08,1.34,-2.24,10.88,-15.01,-879.81,-0.45,-0.89,-8.88,58.04,0.51,10.87,19.8
831,2026-07-07T23:46:30.380148+00:00,20260707_234630,0.08,100.0,2.4,20,18,3.01,2.43,1,31,9,14,42,8,26,23,2,8,1.87,21,20,3.67,1.41,True,False,False,True,False,True,True,11,2.69,251,145,106,57.77,-0.17,1.7,-2.72,6.55,-20.88,-606.91,-2.42,-0.61,-6.13,60.29,-1.35,12.13,2.53
832,2026-07-07T23:46:30.380158+00:00,20260707_234630,0.08,100.0,1.3,20,11,3.92,1.99,1,26,5,20,46,9,33,16,5,10,2.78,45,13,3.2,3.7,True,False,False,False,False,False,True,16,2.55,385,181,204,47.01,-0.0,2.05,-1.82,9.0,-20.88,-532.83,-1.38,-0.54,-5.38,48.21,-0.81,10.8,3.89
833,2026-07-07T23:46:30.380170+00:00,20260707_234630,0.08,100.0,1.49,14,22,4.85,1.89,3,23,10,8,59,12,34,6,5,7,2.22,25,11,4.86,4.38,False,False,True,True,True,False,False,19,2.0,738,382,356,51.76,0.11,1.61,-1.5,9.42,-10.25,-444.78,-0.6,-0.45,-4.49,54.48,-0.77,5.78,7.45
834,2026-07-07T23:46:30.380180+00:00,20260707_234630,0.08,100.0,2.75,17,11,2.94,2.27,0,26,19,19,28,8,29,16,0,19,1.17,24,15,3.55,2.18,True,True,True,True,True,False,False,11,1.98,5231,2818,2413,53.87,0.1,1.83,-1.93,12.65,-21.32,-992.71,-0.19,-1.0,-10.02,77.49,-4.0,12.4,52.8
835,2026-07-07T23:46:30.380198+00:00,20260707_234630,0.08,100.0,2.79,20,13,4.51,1.98,3,30,19,11,55,12,21,8,5,18,1.85,43,12,3.16,2.87,True,False,False,False,True,False,True,24,2.5,1278,668,610,52.27,0.16,1.71,-1.54,11.13,-15.77,-311.17,-0.24,-0.31,-3.14,45.72,0.79,7.36,12.9
836,2026-07-07T23:46:30.380208+00:00,20260707_234630,0.08,100.0,2.82,13,28,3.94,2.57,0,50,15,20,48,9,23,23,1,7,1.28,30,16,2.46,2.15,True,True,False,False,False,False,False,23,1.3,2230,1180,1050,52.91,-0.04,2.07,-2.4,12.86,-21.11,-995.16,-0.45,-1.0,-10.05,83.31,-5.1,16.22,22.51
837,2026-07-07T23:46:30.380219+00:00,20260707_234630,0.08,100.0,1.58,19,10,4.78,1.87,0,32,12,15,41,12,38,21,0,14,2.02,43,12,2.81,2.52,True,True,False,True,False,True,True,17,1.7,4947,2436,2511,49.24,0.09,2.2,-1.95,13.51,-20.88,-994.04,-0.2,-1.0,-10.03,71.2,-3.75,13.17,49.94
838,2026-07-07T23:46:30.380238+00:00,20260707_234630,0.08,100.0,2.4,19,26,4.0,1.85,3,37,15,14,29,8,30,11,5,20,1.3,41,18,4.4,4.65,True,False,False,True,True,True,False,22,1.82,2379,1255,1124,52.75,0.12,1.76,-1.71,11.37,-20.37,-815.22,-0.34,-0.82,-8.23,53.14,-0.49,10.03,24.01
839,2026-07-07T23:46:30.380248+00:00,20260707_234630,0.08,100.0,2.24,11,22,4.32,2.16,2,37,13,10,57,7,28,23,2,16,0.71,45,8,4.25,0.76,True,True,False,False,False,False,False,28,1.49,3562,2288,1274,64.23,0.03,1.28,-2.21,11.99,-21.32,-995.03,-0.28,-1.0,-10.04,75.38,-2.16,10.25,35.96
840,2026-07-07T23:46:30.380261+00:00,20260707_234630,0.08,100.0,2.42,13,18,3.75,2.69,3,43,17,16,36,7,36,14,5,7,0.76,23,16,3.4,4.66,True,False,False,True,True,True,True,27,1.94,1772,918,854,51.81,0.15,2.05,-1.89,12.88,-20.37,-563.88,-0.32,-0.57,-5.69,63.12,-2.02,12.46,17.89
841,2026-07-07T23:46:30.380276+00:00,20260707_234630,0.08,100.0,1.08,17,13,4.03,1.57,3,45,15,10,48,11,36,14,2,17,2.51,28,11,0.69,3.6,True,True,True,True,False,False,True,15,1.49,3386,1557,1829,45.98,0.03,1.95,-1.6,14.08,-21.24,-995.01,-0.29,-1.0,-10.04,77.84,-5.27,9.71,34.18
842,2026-07-07T23:46:30.380286+00:00,20260707_234630,0.08,100.0,2.05,12,11,3.49,2.46,1,23,16,18,51,10,32,9,5,17,1.82,31,16,4.83,2.56,True,True,False,False,True,True,False,20,2.19,4396,2283,2113,51.93,0.06,1.39,-1.38,12.32,-21.5,-995.0,-0.23,-1.0,-10.04,76.35,-4.13,7.84,44.37
843,2026-07-07T23:46:30.380298+00:00,20260707_234630,0.08,100.0,2.22,20,12,2.13,2.46,0,41,16,8,22,12,25,14,1,7,3.0,27,17,3.06,3.18,True,False,False,True,True,False,False,22,1.74,2790,1435,1355,51.43,0.01,1.96,-2.06,13.51,-19.92,-995.01,-0.36,-1.0,-10.04,85.03,-5.55,11.58,28.16
844,2026-07-07T23:46:30.380310+00:00,20260707_234630,0.08,100.0,1.07,16,22,3.48,2.74,3,50,20,12,61,7,23,23,0,18,1.09,25,10,1.95,3.07,True,True,False,True,False,False,True,21,2.14,3221,1324,1897,41.11,0.02,2.23,-1.52,12.25,-19.92,-995.09,-0.31,-1.0,-10.04,83.19,-6.8,12.91,32.51
845,2026-07-07T23:46:30.380321+00:00,20260707_234630,0.08,100.0,2.52,16,28,0.49,2.83,1,35,20,13,65,10,40,24,5,17,0.86,39,15,2.54,0.66,False,True,False,True,True,True,False,16,2.93,3368,2297,1071,68.2,0.06,1.2,-2.39,12.32,-18.47,-982.82,-0.29,-0.99,-9.92,64.57,0.06,9.78,34.0
846,2026-07-07T23:46:30.380334+00:00,20260707_234630,0.08,100.0,1.72,20,16,3.38,2.3,3,40,8,15,43,7,37,20,2,15,0.6,38,11,4.98,2.55,True,False,False,False,True,False,True,11,2.71,1969,973,996,49.42,0.18,2.27,-1.86,11.23,-11.31,-176.74,-0.09,-0.18,-1.78,54.68,-0.89,13.64,19.88
847,2026-07-07T23:46:30.380361+00:00,20260707_234630,0.08,100.0,2.61,13,22,1.1,1.76,0,28,13,15,61,11,30,10,4,9,1.91,43,11,3.29,4.23,True,True,False,True,True,False,True,11,1.6,3431,1797,1634,52.38,0.03,1.59,-1.68,13.48,-19.74,-995.1,-0.29,-1.0,-10.04,79.44,-4.55,9.17,34.63
848,2026-07-07T23:46:30.380379+00:00,20260707_234630,0.08,100.0,1.3,19,22,3.48,2.56,1,25,14,11,64,8,25,19,2,13,0.61,28,13,0.95,2.0,False,True,False,False,True,True,False,29,2.45,3109,1309,1800,42.1,0.01,2.19,-1.57,11.49,-11.26,-995.06,-0.32,-1.0,-10.04,85.59,-7.02,8.67,31.38
849,2026-07-07T23:46:30.380394+00:00,20260707_234630,0.08,100.0,2.78,20,25,2.03,1.61,2,45,13,11,58,12,26,18,0,19,0.62,31,15,3.21,1.09,False,False,True,False,True,False,True,23,1.04,3049,1869,1180,61.3,0.02,1.68,-2.61,13.51,-11.26,-995.04,-0.33,-1.0,-10.04,83.84,-3.88,9.61,30.78
850,2026-07-07T23:46:30.380408+00:00,20260707_234630,0.08,100.0,2.71,20,26,4.73,1.77,0,36,15,18,64,12,39,12,4,19,0.79,28,15,0.81,0.63,True,True,True,True,True,True,False,27,2.49,4833,3076,1757,63.65,0.07,1.1,-1.74,12.86,-20.5,-995.12,-0.21,-1.0,-10.04,82.71,-3.32,7.09,48.79
851,2026-07-07T23:46:30.380421+00:00,20260707_234630,0.08,100.0,2.83,18,19,1.69,1.93,2,27,17,19,60,10,22,6,3,19,1.65,40,20,3.51,2.45,True,False,True,True,True,False,False,13,2.73,2066,1085,981,52.52,0.19,1.41,-1.16,11.13,-10.28,374.23,0.18,0.38,3.78,38.67,2.28,5.63,20.85
852,2026-07-07T23:46:30.380431+00:00,20260707_234630,0.08,100.0,1.2,15,28,0.34,2.36,3,43,5,9,69,8,28,13,5,17,2.32,31,21,2.44,1.21,False,True,True,True,False,False,True,12,1.72,1209,678,531,56.08,-0.04,1.26,-1.69,6.96,-9.43,-925.17,-0.77,-0.93,-9.34,65.05,-1.95,9.66,12.2
853,2026-07-07T23:46:30.380469+00:00,20260707_234630,0.08,100.0,2.91,16,26,4.27,1.71,1,48,7,13,60,11,26,9,1,16,1.55,32,10,0.8,3.85,True,False,False,True,True,False,True,12,1.66,2982,1531,1451,51.34,0.09,1.64,-1.54,13.51,-18.63,-941.72,-0.32,-0.95,-9.51,70.73,-3.38,8.42,30.1
854,2026-07-07T23:46:30.380491+00:00,20260707_234630,0.08,100.0,1.75,15,18,0.45,2.97,1,49,20,8,71,7,39,24,2,14,1.6,41,19,3.7,3.88,True,False,False,False,False,False,True,25,2.99,243,123,120,50.62,0.19,2.88,-2.58,9.0,-20.88,-91.73,-0.38,-0.09,-0.93,37.6,1.8,16.51,2.45
855,2026-07-07T23:46:30.380515+00:00,20260707_234630,0.08,100.0,2.98,15,17,4.57,2.19,2,49,19,15,73,10,32,7,0,7,1.5,44,13,4.97,3.35,True,True,False,False,False,True,True,24,1.32,3540,1876,1664,52.99,0.04,1.4,-1.5,17.38,-21.34,-995.01,-0.28,-1.0,-10.04,80.44,-4.6,6.63,35.73
856,2026-07-07T23:46:30.380533+00:00,20260707_234630,0.08,100.0,2.59,17,12,0.81,2.88,3,48,6,18,50,12,34,12,4,6,2.14,44,12,4.95,0.61,True,True,False,False,False,True,False,29,2.0,2795,1768,1027,63.26,0.01,0.95,-1.61,11.99,-21.16,-990.76,-0.35,-1.0,-10.0,73.49,-2.04,7.2,28.21
857,2026-07-07T23:46:30.380552+00:00,20260707_234630,0.08,100.0,1.45,12,17,0.58,1.89,0,49,9,11,48,10,25,6,0,18,0.76,34,21,4.77,3.79,False,True,True,True,False,True,False,30,2.59,3160,1713,1447,54.21,0.02,1.24,-1.43,13.83,-19.81,-995.06,-0.31,-1.0,-10.04,67.45,-2.48,5.83,31.9
858,2026-07-07T23:46:30.380568+00:00,20260707_234630,0.08,100.0,1.69,16,18,4.21,1.72,0,37,7,8,69,8,31,22,5,7,2.65,36,18,2.03,3.13,False,True,False,False,True,False,True,27,1.66,3315,1598,1717,48.21,0.05,2.31,-2.07,11.57,-18.63,-993.18,-0.3,-1.0,-10.03,84.95,-6.0,15.31,33.46
859,2026-07-07T23:46:30.380585+00:00,20260707_234630,0.08,100.0,2.78,15,15,1.44,1.59,1,22,14,18,20,7,24,13,0,11,2.05,44,8,1.63,0.72,True,True,False,True,False,False,False,22,1.25,4104,2553,1551,62.21,0.05,1.12,-1.71,12.32,-21.32,-995.18,-0.24,-1.0,-10.05,64.31,-0.79,7.99,41.43
860,2026-07-07T23:46:30.380599+00:00,20260707_234630,0.08,100.0,1.35,11,23,0.43,2.35,0,47,10,19,39,8,25,11,2,16,1.63,30,10,2.8,1.21,False,True,False,True,True,True,True,25,1.84,3927,2227,1700,56.71,0.05,1.47,-1.82,12.88,-18.21,-995.03,-0.25,-1.0,-10.04,75.83,-3.34,7.76,39.64
861,2026-07-07T23:46:30.380618+00:00,20260707_234630,0.08,100.0,1.3,12,10,3.86,1.81,3,29,17,18,64,7,35,9,5,12,1.5,43,18,1.39,1.93,False,False,False,False,False,True,False,15,1.57,1427,727,700,50.95,-0.08,1.41,-1.64,12.31,-10.67,-977.0,-0.68,-0.99,-9.86,82.65,-5.36,6.62,14.4
862,2026-07-07T23:46:30.380640+00:00,20260707_234630,0.08,100.0,1.42,10,10,4.9,2.87,1,35,17,15,69,11,39,23,0,17,0.83,34,14,3.54,1.52,False,True,False,True,False,False,True,19,1.64,3746,2183,1563,58.28,0.05,1.85,-2.46,13.51,-19.74,-995.18,-0.27,-1.0,-10.05,75.99,-3.14,14.52,37.81
863,2026-07-07T23:46:30.380656+00:00,20260707_234630,0.08,100.0,1.44,12,12,1.46,2.35,2,41,6,14,38,12,40,17,4,10,1.98,23,8,3.9,0.72,True,False,True,False,True,False,True,24,2.4,1771,1094,677,61.77,0.03,1.33,-2.06,7.44,-9.52,-928.08,-0.52,-0.94,-9.37,60.11,-0.28,7.07,17.88
864,2026-07-07T23:46:30.380678+00:00,20260707_234630,0.08,100.0,2.74,11,12,4.06,2.45,1,38,15,13,54,9,32,12,2,8,2.36,23,7,4.15,2.46,False,True,True,False,True,False,True,23,2.78,4433,2353,2080,53.08,0.07,1.64,-1.71,11.99,-11.26,-995.01,-0.22,-1.0,-10.04,75.2,-3.78,10.62,44.75
865,2026-07-07T23:46:30.380693+00:00,20260707_234630,0.08,100.0,1.54,11,12,2.61,2.45,3,44,11,18,25,12,40,9,3,15,2.42,37,13,3.32,1.69,False,False,True,True,False,True,True,10,2.68,1047,589,458,56.26,-0.04,1.38,-1.87,6.57,-18.47,-905.16,-0.86,-0.91,-9.14,76.73,-3.69,7.43,10.57
866,2026-07-07T23:46:30.380704+00:00,20260707_234630,0.08,100.0,2.36,17,12,1.03,1.64,3,31,15,10,27,8,23,15,5,7,2.23,45,16,2.8,0.83,False,True,True,False,False,False,True,26,2.26,3044,1873,1171,61.53,0.09,1.2,-1.67,7.32,-9.5,-916.06,-0.3,-0.92,-9.25,34.61,3.58,9.5,30.73
867,2026-07-07T23:46:30.380718+00:00,20260707_234630,0.08,100.0,2.46,10,18,3.33,2.83,1,31,14,18,43,11,29,15,0,14,1.78,34,8,0.62,2.98,False,True,True,True,False,False,False,16,1.64,3221,1187,2034,36.85,0.01,2.06,-1.18,12.38,-18.47,-995.03,-0.31,-1.0,-10.04,68.81,-5.29,8.08,32.51
868,2026-07-07T23:46:30.380729+00:00,20260707_234630,0.08,100.0,2.69,17,30,0.55,1.62,3,22,8,9,65,7,21,24,2,13,2.01,23,11,4.49,1.46,False,False,False,False,True,False,False,13,1.67,1135,713,422,62.82,0.16,2.0,-2.95,11.23,-10.42,-399.88,-0.35,-0.4,-4.04,43.87,2.58,13.46,11.46
869,2026-07-07T23:46:30.380740+00:00,20260707_234630,0.08,100.0,1.33,14,14,3.76,1.76,2,37,11,9,21,7,23,20,3,19,1.61,21,9,0.55,3.37,True,False,False,True,True,False,True,30,2.65,1679,779,900,46.4,0.12,2.54,-1.99,11.13,-20.2,-762.67,-0.45,-0.77,-7.7,60.52,-2.56,13.15,16.95
870,2026-07-07T23:46:30.380753+00:00,20260707_234630,0.08,100.0,2.59,11,18,4.32,1.94,0,22,13,14,70,9,24,14,3,18,1.0,41,11,0.78,3.61,False,True,False,True,False,False,True,22,1.38,2750,1089,1661,39.6,-0.01,2.16,-1.43,12.31,-11.26,-995.06,-0.36,-1.0,-10.04,80.52,-6.65,8.19,27.76
871,2026-07-07T23:46:30.380764+00:00,20260707_234630,0.08,100.0,1.97,16,10,1.5,2.17,3,49,14,14,46,11,40,24,1,7,0.95,26,8,1.95,1.2,True,True,False,False,True,False,True,25,2.56,4078,2377,1701,58.29,0.09,1.65,-2.08,9.03,-17.53,-978.22,-0.24,-0.99,-9.87,59.2,-0.6,12.0,41.16
872,2026-07-07T23:46:30.380777+00:00,20260707_234630,0.08,100.0,1.37,17,17,4.76,2.0,3,38,16,20,75,11,36,7,3,6,2.35,39,18,4.1,3.11,True,False,True,False,True,True,False,23,2.38,1602,830,772,51.81,0.04,1.57,-1.61,13.51,-21.16,-909.38,-0.57,-0.92,-9.18,56.53,-1.25,5.93,16.17
873,2026-07-07T23:46:30.380791+00:00,20260707_234630,0.08,100.0,1.24,11,17,3.16,2.17,0,42,18,17,76,8,22,9,0,6,0.63,26,9,0.69,1.71,True,True,False,True,False,True,True,28,2.42,4528,2389,2139,52.76,0.06,1.49,-1.53,12.65,-18.47,-995.1,-0.22,-1.0,-10.04,72.23,-3.39,6.5,45.71
874,2026-07-07T23:46:30.380802+00:00,20260707_234630,0.08,100.0,2.64,16,14,0.3,1.98,3,49,18,9,34,8,40,15,2,8,2.63,40,11,2.16,0.76,False,True,True,False,True,False,True,16,2.32,2174,1351,823,62.14,0.05,1.17,-1.77,17.38,-8.88,-930.93,-0.43,-0.94,-9.4,38.09,3.1,8.35,21.94
875,2026-07-07T23:46:30.380815+00:00,20260707_234630,0.08,100.0,2.28,13,12,3.66,2.56,2,41,16,9,44,11,35,24,5,16,2.3,40,15,4.57,1.98,False,False,True,True,True,True,True,12,1.66,2262,1292,970,57.12,0.06,2.11,-2.68,12.65,-10.48,-963.03,-0.43,-0.97,-9.72,70.29,-2.49,16.7,22.83
876,2026-07-07T23:46:30.380826+00:00,20260707_234630,0.08,100.0,2.14,19,25,2.96,2.39,2,22,6,15,20,7,22,15,3,10,1.7,37,17,3.9,3.24,False,False,True,False,True,True,True,27,2.82,2113,1134,979,53.67,0.08,2.12,-2.28,17.38,-11.19,-919.47,-0.44,-0.93,-9.28,72.08,-3.27,12.73,21.33
877,2026-07-07T23:46:30.380839+00:00,20260707_234630,0.08,100.0,1.09,10,28,2.85,2.88,0,30,16,10,79,12,27,9,5,16,0.73,32,9,0.98,2.66,True,True,True,False,False,True,False,10,2.17,4232,2083,2149,49.22,0.07,1.29,-1.11,11.99,-11.31,-987.63,-0.23,-1.0,-9.97,50.48,-0.66,6.95,42.72
878,2026-07-07T23:46:30.380850+00:00,20260707_234630,0.08,100.0,1.21,12,29,1.77,2.5,0,39,14,19,60,9,32,21,1,11,0.83,27,10,3.19,1.79,True,True,False,False,False,True,True,26,1.88,3896,1845,2051,47.36,0.05,1.9,-1.62,17.38,-20.37,-995.02,-0.26,-1.0,-10.04,69.66,-3.82,11.02,39.33
879,2026-07-07T23:46:30.380860+00:00,20260707_234630,0.08,100.0,2.7,10,22,2.02,1.97,2,41,7,13,20,8,32,17,4,13,0.63,45,8,1.43,3.46,True,True,True,False,False,True,False,10,2.28,2874,1460,1414,50.8,0.05,1.88,-1.84,13.89,-22.78,-985.87,-0.34,-1.0,-9.95,84.25,-5.52,14.3,29.01
880,2026-07-07T23:46:30.380872+00:00,20260707_234630,0.08,100.0,1.47,20,10,0.82,1.62,3,50,9,19,50,10,38,24,3,11,1.56,26,10,0.8,4.88,True,False,False,True,False,True,False,19,2.87,380,168,212,44.21,-0.21,2.69,-2.51,14.08,-21.16,-805.38,-2.12,-0.81,-8.13,80.39,-6.39,15.02,3.84
881,2026-07-07T23:46:30.380885+00:00,20260707_234630,0.08,100.0,2.41,20,24,2.31,2.35,2,21,6,17,21,8,29,12,3,10,2.89,33,21,3.15,0.73,True,False,True,True,True,True,False,23,2.87,1395,887,508,63.58,0.06,1.39,-2.26,12.88,-21.72,-827.38,-0.59,-0.84,-8.35,57.71,0.37,6.78,14.08
